country code,country_long,name of powerplant,capacity in MW,latitude,longitude,primary_fuel,secondary fuel,other_fuel2,other_fuel3,start date,owner of plant,generation_gwh_2021,geolocation_source,estimated_generation_gwh_2021
AUS,Australia,Pindari,6.7,-29.3886,151.2442,Hydro,,,,,AGL Energy Pty Ltd,,Australian Renewable Energy Mapping Infrastructure,20.86
AUS,Australia,Pine Creek,34.76,-13.7856,131.8624,Gas,,,,,NGD (NT) / Cosmo Power,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Pinjar,576,-31.5568,115.8204,Gas,,,,,Verve Energy,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Pinjarra Bauxite Mine and Alumina Refinery,280,-32.6473,115.9469,Gas,,,,,Alinta Energy,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Pioneer Sugar Mill,67.8,-19.5575,147.3308,Biomass,,,,,CSR,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Plane Creek Sugar Mill,14,-21.4282,149.2159,Biomass,,,,,Sucrogen (Plane Creek Mill) Pty Ltd,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Plutonic Gold Mine,28,-25.311,119.4508,Gas,,,,,Barrick Gold of Australia,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Poatina,100,-41.8115,146.9192,Hydro,,,,,Hydro-Electric Corporation (Tasmania),,Australian Renewable Energy Mapping Infrastructure,272
AUS,Australia,Port Hedland,126,-20.4283,118.5498,Gas,,,,,Alinta Energy,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Port Hedland (Smaller),84,-20.3782,118.5384,Gas,,,,,Alinta Energy,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Port Lincoln,73.5,-34.7003,135.8044,Oil,,,,,Synergen Power,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Port Stanvac,57.6,-35.1104,138.4915,Oil,,,,,Infratil Energy Australia Pty Ltd,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Proserpine Sugar Mill,17,-20.3985,148.5797,Biomass,,,,,Sucrogen,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Quarantine,224,-34.7793,138.5224,Gas,,,,,Origin Energy,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Racecourse Mill,3.5,-21.1635,149.1344,Biomass,,,,,Mackay Sugar Limited,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Ravensthorpe,56,-33.61,120.36,Oil,,,,,First Quantum Minerals,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Red Hill,3.65,-31.8317,116.0992,Waste,,,,,Landfill Gas and Power Pty Ltd,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Redbank,150,-32.5802,151.0719,Coal,,,,,Biogreen Energy Pty Limited,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Reece,238,-41.7238,145.1359,Hydro,,,,,Hydro-Electric Corporation (Tasmania),,Australian Renewable Energy Mapping Infrastructure,560.59
AUS,Australia,Remount,2.2,-41.395,147.1554,Waste,,,,,LMS Energy Generation Pty Ltd,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Repulse,28,-42.5077,146.647,Hydro,,,,,Hydro-Electric Corporation (Tasmania),,Australian Renewable Energy Mapping Infrastructure,87.53
AUS,Australia,Revesby Workers Club,2.5,-33.9534,151.0137,Oil,,,,,Revesby Workers Club,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Rochedale,4,-27.5591,153.1236,Waste,,,,,LMS Energy Generation Pty Ltd,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Rockingham,2.1,-32.2863,115.8154,Waste,,,,,AGL Energy Pty Ltd,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Rocky Point Sugar Sugar Mill,30,-27.7334,153.3276,Biomass,,,,,Stanwell Corporation Ltd,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Roghan Road,2,-27.3388,153.0344,Waste,,,,,Energy Developments LFG (Qld) Pty Ltd,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Rollingstone QLD,125,-19.03,146.394,Solar,,,,,,,Wiki-Solar,300.68
AUS,Australia,Roma,80,-26.5772,148.8402,Gas,,,,,Origin Energy,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Ron Goodin,44.6,-23.7091,133.8912,Gas,,,,,NT Government,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Ross River,148,-19.424,146.715,Solar,,,,,,,Wiki-Solar,355.69
AUS,Australia,Rowallan,10.5,-41.7295,146.2176,Hydro,,,,,Hydro-Electric Corporation (Tasmania),,Australian Renewable Energy Mapping Infrastructure,34.28
AUS,Australia,Roy Hill,6,-22.4812,119.9472,Oil,,,,,Alinta Energy,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Royalla Solar Farm,20,-35.4897,149.1435,Solar,,,,,Abdul Latif Jameel Energy and Environment Services,,Australian Renewable Energy Mapping Infrastructure,42.32
AUS,Australia,Rubicon,13.55,-37.3272,145.8605,Hydro,,,,,AGL Energy Pty Ltd,,Australian Renewable Energy Mapping Infrastructure,38.78
AUS,Australia,Rugby Run Solar Farm,65,-22.1405,147.9188,Solar,,,,,Adani Renewables,,Australian Renewable Energy Mapping Infrastructure,161.27
AUS,Australia,Sapphire Wind Farm,270,-29.6997,151.4119,Wind,,,,,CWP Renewables,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Savannah Nickel Mine,10.8,-17.3631,128.0331,Oil,,,,,Contract Power,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Shenton Park WMRC Project,1,-31.9577,115.7924,Waste,,,,,AnaeCo Ltd,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Shepparton Biogas Generation Plant,1.1,-36.3218,145.379,Waste,,,,,Diamond Energy Pty Ltd,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Smithfield Energy,170.9,-33.85,150.9495,Gas,,,,,Marubeni Australia Power Services,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Snowtown North,148,-33.714,138.1402,Wind,,,,,Tilt Renewables,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Snowtown South,126,-33.8302,138.1184,Wind,,,,,Tilt Renewables,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Snuggery,63,-37.6646,140.4156,Gas,,,,,International Power - GDF Suez Australia,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Solomon Iron Ore Mine,125,-22.1581,117.9849,Gas,,,,,,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Somerton,160,-37.6318,144.9531,Gas,,,,,AGL Energy Pty Ltd,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,South Cardup (Shale Road Landfill),3.3,-32.2664,116.0193,Waste,,,,,Western Australian Landfill Services,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,South Johnstone,20,-17.6057,145.991,Biomass,,,,,MSF Sugar,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Springvale,4.2,-37.9733,145.1396,Waste,,,,,Energy Developments LFG (Victoria) Pty Ltd,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,St George Leagues Club,1,-33.9748,151.1294,Oil,,,,,St George Leagues Club,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Stanwell,1460,-23.5097,150.3195,Coal,,,,,Stanwell Corporation Ltd,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Stapylton Green Energy,4.8,-27.7334,153.2463,Biomass,,,,,Stapylton Green Energy,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Starfish Hill Wind Farm,34.5,-35.5678,138.1432,Wind,,,,,RATCH-Australia,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Studland Bay (Woolnorth) Wind Farm,75,-40.7788,144.7362,Wind,,,,,Hydro-Electric Corporation (Tasmania),,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Summerhill,5,-32.891,151.65,Solar,,,,,,,Wiki-Solar,10.63
AUS,Australia,Summerhill,2.2,-32.8885,151.643,Waste,,,,,LMS Energy Generation Pty Ltd,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Sun Metals Solar Farm,124,-19.3355,146.8885,Solar,,,,,Sun Metals Corporation PTY,,Australian Renewable Energy Mapping Infrastructure,297.7
AUS,Australia,Suncoast Gold Macadamia,1.5,-26.2261,152.6981,Biomass,,,,,AGL Energy Pty Ltd,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Sunraysia,200,-34.804,143.491,Solar,,,,,,,Wiki-Solar,404.06
AUS,Australia,Sunrise Dam,28.4,-29.0927,122.4393,Gas,,,,,Energy Generation / AngloGold Ashanti,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Susan River,98,-25.32,152.405,Solar,,,,,,,Wiki-Solar,237.47
AUS,Australia,Swan Hill,19,-35.342,143.518,Solar,,,,,,,Wiki-Solar,36.37
AUS,Australia,Swanbank E,385,-27.6554,152.8179,Gas,,,,,CS Energy,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Symex Port Melbourne,5.9,-37.8298,144.9444,Gas,,,,,Symex Holding Ltd,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Tableland,7,-17.1193,145.345,Biomass,,,,,MSF Sugar,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Tahmoor,7,-34.2482,150.5808,Gas,,,,,EnviroGen Pty Ltd,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Tailem Bend Solar Farm,95,-35.2708,139.4924,Solar,,,,,Vena Energy,,Australian Renewable Energy Mapping Infrastructure,185.5
AUS,Australia,Tallawarra,460,-34.5228,150.8081,Gas,,,,,TRUenergy,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Tamala Park,4.65,-31.7078,115.7266,Waste,,,,,Landfill Gas and Power Pty Ltd,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Tamar Valley,390,-41.1401,146.9036,Gas,,,,,Aurora Energy (Tamar Valley),,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Taralga Wind Farm,107,-34.4314,149.8652,Wind,,,,,State Power Investment Corperation,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Tarong,1400,-26.7824,151.9153,Coal,,,,,Stanwell Corporation Ltd,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Tarong (Oil),15,-26.7858,151.9172,Oil,,,,,Tarong Energy Corporation,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Tarong North,443,-26.7758,151.9146,Coal,,,,,Tarong Energy Corporation,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Tarraleah,90,-42.3012,146.4572,Hydro,,,,,Hydro-Electric Corporation (Tasmania),,Australian Renewable Energy Mapping Infrastructure,260.09
AUS,Australia,Tatura Biogas Generation Plant,1.1,-36.4793,145.235,Waste,,,,,Diamond Energy Pty Ltd,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Tea Tree Gully,1,-34.8303,138.7129,Waste,,,,,EDL LFG SA Pty Ltd,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Telfer Gold Mine,159,-21.7129,122.2091,Gas,,,,,Newcrest Mining Ltd,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Tennant Creek,16.7,-19.6549,134.1753,Gas,,,,,NT Government,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Teralba,3,-32.9455,151.6119,Gas,,,,,EnviroGen Pty Ltd,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Terminal Storage,2.5,-34.8393,138.7112,Hydro,,,,,Hydro-Electric Corp Tasmania/SA Water,,Australian Renewable Energy Mapping Infrastructure,6.72
AUS,Australia,The Drop,3,-35.6043,145.7837,Hydro,,,,,Pacific Hydro Investments Pty Ltd,,Australian Renewable Energy Mapping Infrastructure,7.14
AUS,Australia,Ti Tree Bioenergy,3.3,-27.6802,152.6593,Waste,,,,,Veolia Environmental Services (Aust) Pty Ltd,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Timber Creek,1,-15.6562,130.479,Oil,,,,,NT Government,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Tods Corner,1.7,-41.9707,146.7938,Hydro,,,,,Hydro-Electric Corporation (Tasmania),,Australian Renewable Energy Mapping Infrastructure,4.79
AUS,Australia,Tomago Aluminium Smelter,810,-32.8217,151.7178,Gas,,,,,Tomago Aluminium,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Toora Wind Farm,21,-38.6451,146.3441,Wind,,,,,RATCH-Australia,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Torrens Island A,480,-34.8068,138.5213,Gas,,,,,AGL Energy Pty Ltd,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Torrens Island B,800,-34.8052,138.5226,Gas,,,,,AGL Energy Pty Ltd,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Tower Mine,41.2,-34.2207,150.7179,Gas,,,,,Energy Developments Ltd,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Townsville,220,-19.2011,146.6187,Gas,,,,,RATCH Australia,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Traralgon Network Support Station,10,-38.1793,146.5654,Waste,,,,,Nova Power,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Trevallyn,80,-41.4226,147.1119,Hydro,,,,,Hydro-Electric Corporation (Tasmania),,Australian Renewable Energy Mapping Infrastructure,237.92
AUS,Australia,Tribute,82.8,-41.8129,145.6538,Hydro,,,,,Hydro-Electric Corporation (Tasmania),,Australian Renewable Energy Mapping Infrastructure,262.3
AUS,Australia,Tully Sugar Mill,21.4,-17.9373,145.9267,Biomass,,,,,COFCO,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Tumut 1 (Upper Tumut),616,-35.9517,148.3637,Hydro,,,,,Snowy Hydro Ltd,,Australian Renewable Energy Mapping Infrastructure,1212.06
AUS,Australia,Tumut 2 (Upper Tumut),336,-35.8814,148.3672,Hydro,,,,,Snowy Hydro Ltd,,Australian Renewable Energy Mapping Infrastructure,665.39
AUS,Australia,Tumut 3,1500,-35.6112,148.2917,Hydro,,,,,Snowy Hydro Ltd,,Australian Renewable Energy Mapping Infrastructure,4379.05
AUS,Australia,Tungatinah,125,-42.2967,146.4565,Hydro,,,,,Hydro-Electric Corporation (Tasmania),,Australian Renewable Energy Mapping Infrastructure,291.89
AUS,Australia,University of Queensland (St Lucia Campus) Solar Array,1.2,-27.495,153.0101,Solar,,,,,University of Queensland,,Australian Renewable Energy Mapping Infrastructure,1.97
AUS,Australia,Upper Lake Margaret,8.4,-42.0046,145.5437,Hydro,,,,,Hydro-Electric Corporation (Tasmania),,Australian Renewable Energy Mapping Infrastructure,21.96
AUS,Australia,Uranquinty,664,-35.1794,147.2157,Gas,,,,,Origin Energy,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Uterne Solar,1,-23.7685,133.8682,Solar,,,,,Epuron,,Australian Renewable Energy Mapping Infrastructure,1.82
AUS,Australia,Valdora,15,-26.56,153.025,Solar,,,,,,,Wiki-Solar,35.66
AUS,Australia,Vales Point B,1360,-33.1607,151.5431,Coal,,,,,Delta Electricity,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Valley (Peaking Facility),300,-38.2536,146.5892,Gas,,,,,Snowy Hydro Ltd,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Victoria Sugar Mill,24,-18.6508,146.2016,Biomass,,,,,Sucrogen Pty Ltd,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Visy Paper Gibson Island,2,-27.4405,153.1158,Biomass,,,,,Visy Pulp and Paper,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Visy Pulp and Paper Tumut,20,-35.2959,148.1371,Biomass,,,,,Visy Pulp and Paper,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Wadeye,6.8,-14.2602,129.5368,Gas,,,,,NT Government,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Wagerup,380,-32.916,115.9186,Gas,,,,,Alinta Energy,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Wagerup Bauxite Mine and Alumina Refinery,98,-32.9145,115.917,Gas,,,,,Alcoa of Australia Ltd,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Walkaway Wind Farm,90,-28.9229,114.9282,Wind,,,,,Infigen Energy Pty Ltd,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Wallerawang C,500,-33.4028,150.0833,Coal,,,,,TRUenergy,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Warmun,1.3,-17.0259,128.2113,Oil,,,,,Energy Developments Ltd,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Warragamba,50,-33.8832,150.5965,Hydro,,,,,Eraring Energy,,Australian Renewable Energy Mapping Infrastructure,141.43
AUS,Australia,Warrego,19,-19.4434,133.8236,Gas,,,,,,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Waterloo Wind Farm,111,-34.001,138.9109,Wind,,,,,TRUenergy,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Wattle Point Wind Farm,90.75,-35.1104,137.7058,Wind,,,,,ANZ Energy Infrastructure Trust,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Waubra Wind Farm,192,-37.3575,143.6037,Wind,,,,,Acciona Energy Australia,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Wayatinah,38.3,-42.4272,146.5347,Hydro,,,,,Hydro-Electric Corporation (Tasmania),,Australian Renewable Energy Mapping Infrastructure,119.73
AUS,Australia,Weddell,86,-12.5771,130.9502,Gas,,,,,NT Power and Water,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Wemen Solar Farm,110,-34.8027,142.5457,Solar,,,,,CEFC,,Australian Renewable Energy Mapping Infrastructure,210.99
AUS,Australia,West Angelas Mine,86,-23.1546,118.7245,Gas,,,,,Rio Tinto,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,West Illawarra Leagues Club,1,-34.4515,150.8429,Oil,,,,,West Illawarra Leagues Club,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,West Kalgoorlie,60,-30.7806,121.4234,Oil,,,,,Verve Energy,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,West Kiewa (Mount Beauty Hydro Scheme),62,-36.7601,147.186,Hydro,,,,,AGL Energy Pty Ltd,,Australian Renewable Energy Mapping Infrastructure,173.34
AUS,Australia,West Nowra (Shoalhaven),1,-34.882,150.5515,Waste,,,,,AGL Energy Pty Ltd,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Western Suburbs Leagues Club (Campbelltown),1,-34.0513,150.8329,Oil,,,,,Western Suburbs Leagues Club (Campbelltown),,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,White Rock,20,-29.765,151.553,Solar,,,,,,,Wiki-Solar,40.78
AUS,Australia,Whitsunday Solar Farm,69,-20.4949,147.7481,Solar,,,,,Edify Energy,,Australian Renewable Energy Mapping Infrastructure,165.3
AUS,Australia,Whitwood Road,1,-27.659,152.8237,Waste,,,,,LMS Energy Generation Pty Ltd,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Whyalla SSE,6,-33.007,137.558,Solar,,,,,,,Wiki-Solar,12.88
AUS,Australia,Wilga Park,16,-30.3634,149.6772,Gas,,,,,Santos,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Williamsdale,7,-35.571,149.128,Solar,,,,,,,Wiki-Solar,14.06
AUS,Australia,Wilmot,81.6,-41.4833,146.1251,Hydro,,,,,Hydro-Electric Corporation (Tasmania),,Australian Renewable Energy Mapping Infrastructure,255.22
AUS,Australia,Wilpena Solar Farm,145,-31.5234,138.6198,Solar,,,,,AGL,,Australian Renewable Energy Mapping Infrastructure,346.83
AUS,Australia,Wiluna,1.3,-26.5922,120.2185,Oil,,,,,Energy Developments,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Wiluna Gold Mine,21,-26.6316,120.2519,Gas,,,,,Apex Minerals,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Windimurra Vanadium Mine,23.7,-28.2933,118.5371,Gas,,,,,Atlantic Ltd,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Windy Hill Wind Farm,12,-17.5922,145.5306,Wind,,,,,RATCH-Australia,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Wingfield I,5,-34.8348,138.5572,Waste,,,,,Energy Developments LFG (SA) Pty Ltd,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Wingfield II,5,-34.8321,138.5489,Waste,,,,,Energy Developments LFG (SA) Pty Ltd,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Wivenhoe,4.7,-27.3952,152.6092,Hydro,,,,,Stanwell Corporation Ltd,,Australian Renewable Energy Mapping Infrastructure,16.03
AUS,Australia,Wivenhoe Hydroelectric,500,-27.3722,152.632,Hydro,,,,,CS Energy,,Australian Renewable Energy Mapping Infrastructure,1215.91
AUS,Australia,Wodgina,13.7,-21.1739,118.6747,Gas,,,,,Energy Developments Ltd,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Wollert,6.738,-37.583,145.0487,Waste,,,,,LMS Energy Generation Pty Ltd,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Wonthaggi Wind Farm,12,-38.6037,145.5462,Wind,,,,,Origin Energy,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Woodlawn Bioreactor,7,-35.059,149.5769,Waste,,,,,Veolia Environmental Services (Aust) Pty Ltd,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Woodlawn Wind Farm,48,-35.0861,149.5716,Wind,,,,,Infigen Energy Pty Ltd,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Woodman Point,1.8,-32.1424,115.7713,Waste,,,,,Water Corporation,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Worsley,120,-33.2355,116.0688,Coal,,,,,BHP,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Worsley Cogeneration,106,-33.2365,116.0637,Gas,,,,,Worsley Alumina Pty Ltd,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Wyangala A,20,-33.981,148.9473,Hydro,,,,,Country Energy,,Australian Renewable Energy Mapping Infrastructure,43.54
AUS,Australia,Wyndham,1,-37.9375,144.5902,Waste,,,,,LMS Energy,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Xstata X41,30,-20.7437,139.4803,Gas,,,,,APA Group,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Yallourn,1480,-38.177,146.3428,Coal,,,,,TRUenergy,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Yaloak South Wind Farm,131,-37.7281,144.2408,Wind,,,,,Pacific Hydro,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Yambuk Wind Farm,30,-38.3079,142.0151,Wind,,,,,Energy Pacific (Victoria) Pty Ltd,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Yarrawonga,9,-36.0094,145.9995,Hydro,,,,,AGL Energy Pty Ltd,,Australian Renewable Energy Mapping Infrastructure,39.41
AUS,Australia,Yarwun,154,-23.8306,151.1519,Gas,,,,,Rio Tinto Australia - Yarwun Pty Ltd,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Yatpool,81,-34.407,142.179,Solar,,,,,,,Wiki-Solar,166.73
AUS,Australia,Yulara,10.95,-25.2323,130.9912,Gas,,,,,NT Government,,Australian Renewable Energy Mapping Infrastructure,
AUS,Australia,Yurralyi Maya (Karratha Seven Mile),180,-20.762,116.742,Gas,,,,,Rio Tinto Australia Pty Ltd,,Australian Renewable Energy Mapping Infrastructure,
